,Power,Sound,Class
4433,13.96,47.72,Повышенная нагрузка
4434,13.96,44.4,Остановка
4435,14.84,44.4,Остановка
4436,14.84,44.54,Остановка
4437,15.33,44.54,Остановка
4438,15.33,43.41,Остановка
4439,15.41,43.41,Остановка
4440,15.41,43.69,Остановка
4441,15.4,43.69,Остановка
4442,15.4,43.89,Повышенная нагрузка
4443,13.17,43.89,Норма
4444,13.17,48.17,Норма
4445,13.22,48.17,Норма
4446,13.22,48.29,Норма
4447,13.17,48.29,Норма
4448,13.17,49.69,Норма
4449,13.19,49.69,Норма
4450,13.19,48.56,Норма
4451,13.2,48.56,Норма
4452,13.2,48.14,Норма
4453,13.18,48.14,Норма
4454,13.18,47.97,Норма
4455,13.2,47.97,Норма
4456,13.2,48,Норма
4457,13.18,48,Норма
4458,13.18,51.04,Норма
4459,13.22,51.04,Норма
4460,13.22,47.8,Норма
4461,13.18,47.8,Норма
4462,13.18,47.73,Норма
4463,13.27,47.73,Норма
4464,13.27,48.05,Норма
4465,13.25,48.05,Норма
4466,13.25,48.15,Норма
4467,13.24,48.15,Норма
4468,13.24,48.14,Норма
4469,13.22,48.14,Норма
4470,13.22,48.32,Норма
4471,13.2,48.32,Норма
4472,13.2,48.55,Норма
4473,13.22,48.55,Норма
4474,13.22,48.16,Норма
4475,13.19,48.16,Норма
4476,13.19,48.37,Норма
4477,13.19,48.01,Норма
4478,13.2,48.01,Норма
4479,13.2,48.3,Норма
4480,13.24,48.3,Норма
4481,13.24,48.11,Норма
4482,13.21,48.11,Норма
4483,13.21,47.65,Норма
4484,13.22,47.65,Норма
4485,13.22,47.62,Норма
4486,13.22,47.77,Норма
4487,13.2,47.77,Норма
4488,13.2,47.75,Норма
4489,13.24,47.75,Норма
4490,13.24,47.95,Норма
4491,13.27,47.95,Норма
4492,13.27,47.94,Норма
4493,13.19,47.94,Норма
4494,13.19,47.64,Норма
4495,13.23,47.64,Норма
4496,13.23,48.04,Норма
4497,13.27,48.04,Норма
4498,13.27,48.26,Норма
4499,13.29,48.26,Норма
4500,13.29,48.04,Норма
4501,13.21,48.04,Норма
4502,13.21,47.71,Норма
4503,13.2,47.71,Норма
4504,13.2,48.18,Норма
4505,13.23,48.18,Норма
4506,13.23,48.08,Норма
4507,13.27,48.08,Норма
4508,13.27,48.93,Норма
4509,13.29,48.93,Норма
4510,13.29,48.17,Норма
4511,13.27,48.17,Норма
4512,13.27,47.6,Норма
4513,13.3,47.6,Норма
4514,13.3,48.04,Норма
4515,13.31,48.04,Норма
4516,13.31,47.79,Норма
4517,13.36,47.79,Норма
4518,13.36,47.39,Норма
4519,13.31,47.39,Норма
4520,13.31,47.8,Норма
4521,13.31,47.72,Норма
4522,13.28,47.72,Норма
4523,13.28,47.68,Норма
4524,13.29,47.68,Норма
4525,13.29,47.84,Норма
4526,13.38,47.84,Норма
4527,13.38,47.64,Норма
4528,13.37,47.64,Норма
4529,13.37,47.55,Норма
4530,13.34,47.55,Норма
4531,13.34,47.64,Норма
4532,13.35,47.64,Норма
4533,13.35,47.72,Норма
4534,13.34,47.72,Норма
4535,13.34,47.82,Норма
4536,13.32,47.82,Норма
4537,13.32,47.73,Норма
4538,13.37,47.73,Норма
4539,13.37,47.34,Норма
4540,13.36,47.34,Норма
4541,13.36,47.68,Норма
4542,13.34,47.68,Норма
4543,13.34,47.85,Норма
4544,13.36,47.85,Норма
4545,13.36,47.52,Норма
4546,13.33,47.52,Норма
4547,13.33,47.7,Норма
4548,13.28,47.7,Норма
4549,13.28,47.33,Норма
4550,13.41,47.33,Норма
4551,13.41,48.14,Норма
4552,13.4,48.14,Норма
4553,13.4,47.56,Норма
4554,13.38,47.56,Норма
4555,13.38,47.38,Норма
4556,13.41,47.38,Норма
4557,13.41,48.05,Норма
4558,13.43,48.05,Норма
4559,13.43,47.79,Норма
4560,13.36,47.79,Норма
4561,13.36,47.5,Норма
4562,13.41,47.5,Норма
4563,13.41,47.57,Норма
4564,13.33,47.57,Норма
4565,13.33,47.78,Норма
4566,13.38,47.78,Норма
4567,13.38,47.83,Норма
4568,13.38,47.68,Норма
4569,13.35,47.68,Норма
4570,13.35,47.69,Норма
4571,13.36,47.69,Норма
4572,13.36,47.64,Норма
4573,13.34,47.64,Норма
4574,13.34,47.45,Норма
4575,13.34,47.92,Норма
4576,13.37,47.92,Норма
4577,13.37,47.57,Норма
4578,13.33,47.57,Норма
4579,13.33,47.82,Норма
4580,13.3,47.82,Норма
4581,13.3,47.98,Норма
4582,13.27,47.98,Норма
4583,13.27,48.28,Норма
4584,13.28,48.28,Норма
4585,13.28,47.95,Норма
4586,13.27,47.95,Норма
4587,13.27,47.59,Норма
4588,13.31,47.59,Норма
4589,13.31,47.7,Норма
4590,13.3,47.7,Норма
4591,13.3,48.11,Норма
4592,13.29,48.11,Норма
4593,13.29,47.74,Норма
4594,13.28,47.74,Норма
4595,13.28,47.78,Норма
4596,13.26,47.78,Норма
4597,13.26,47.68,Норма
4598,13.27,47.68,Норма
4599,13.27,48.3,Норма
4600,13.3,48.3,Норма
4601,13.3,48.21,Норма
4602,13.31,48.21,Норма
4603,13.31,47.67,Норма
4604,13.37,47.67,Норма
4605,13.37,48.02,Норма
4606,13.21,48.02,Норма
4607,13.21,47.88,Норма
4608,13.34,47.88,Норма
4609,13.34,48.03,Норма
4610,13.32,48.03,Норма
4611,13.32,48.2,Норма
4612,13.36,48.2,Норма
4613,13.36,48.36,Норма
4614,13.36,48.25,Норма
4615,13.36,47.74,Норма
4616,13.39,47.74,Норма
4617,13.39,48.28,Норма
4618,13.39,47.84,Норма
4619,13.42,47.84,Норма
4620,13.42,47.56,Норма
4621,13.4,47.56,Норма
4622,13.4,47.83,Норма
4623,13.44,47.83,Норма
4624,13.44,47.78,Норма
4625,13.41,47.78,Норма
4626,13.41,47.55,Норма
4627,13.39,47.55,Норма
4628,13.39,48.2,Норма
4629,13.41,48.2,Норма
4630,13.41,47.82,Норма
4631,13.36,47.82,Норма
4632,13.36,47.74,Норма
4633,13.39,47.74,Норма
4634,13.39,47.76,Норма
4635,13.34,47.76,Норма
4636,13.34,48.24,Норма
4637,13.34,47.89,Норма
4638,13.38,47.89,Норма
4639,13.38,47.81,Норма
4640,13.35,47.81,Норма
4641,13.35,48.29,Норма
4642,13.37,48.29,Норма
4643,13.37,47.59,Норма
4644,13.39,47.59,Норма
4645,13.39,47.84,Норма
4646,13.39,48.07,Норма
4647,13.43,48.07,Норма
4648,13.43,48.04,Норма
4649,13.37,48.04,Норма
4650,13.37,48,Норма
4651,13.3,48,Норма
4652,13.3,47.73,Норма
4653,13.29,47.73,Норма
4654,13.29,48.37,Норма
4655,13.34,48.37,Норма
4656,13.34,50.42,Норма
4657,13.3,50.42,Норма
4658,13.3,48.32,Норма
4659,13.36,48.32,Норма
4660,13.36,48.66,Норма
4661,13.39,48.66,Норма
4662,13.39,49.54,Норма
4663,13.42,49.54,Норма
4664,13.42,49.61,Норма
4665,13.42,48.81,Норма
4666,13.37,48.81,Норма
4667,13.37,48.57,Норма
4668,13.45,48.57,Норма
4669,13.35,48.57,Норма
4670,13.35,48.68,Норма
4671,13.38,48.68,Норма
4672,13.38,48.12,Норма
4673,13.46,48.12,Норма
4674,13.46,48.17,Норма
4675,13.46,48.22,Норма
4676,13.49,48.22,Норма
4677,13.49,48.02,Норма
4678,13.41,48.02,Норма
4679,13.41,48.19,Норма
4680,13.45,48.19,Норма
4681,13.45,48.03,Норма
4682,13.46,48.03,Норма
4683,13.46,48.19,Норма
4684,13.45,48.19,Норма
4685,13.45,48.31,Норма
4686,13.46,48.31,Норма
4687,13.46,48.26,Норма
4688,13.47,48.26,Норма
4689,13.47,47.78,Норма
4690,13.45,47.78,Норма
4691,13.45,47.86,Норма
4692,13.46,47.86,Норма
4693,13.46,48.07,Норма
4694,13.48,48.07,Норма
4695,13.48,47.87,Норма
4696,13.5,47.87,Норма
4697,13.5,47.64,Норма
4698,13.43,47.64,Норма
4699,13.43,47.66,Норма
4700,13.48,47.66,Норма
4701,13.48,48.58,Норма
4702,13.48,47.91,Норма
4703,13.52,47.91,Норма
4704,13.52,47.96,Норма
4705,13.5,47.96,Норма
4706,13.5,48.5,Норма
4707,13.49,48.5,Норма
4708,13.49,48.23,Норма
4709,13.49,48.07,Норма
4710,13.47,48.07,Норма
4711,13.47,47.84,Норма
4712,13.5,47.84,Норма
4713,13.5,48.31,Норма
4714,13.48,48.31,Норма
4715,13.48,47.93,Норма
4716,13.54,47.93,Норма
4717,13.54,47.98,Норма
4718,13.5,47.98,Норма
4719,13.5,47.63,Норма
4720,13.53,47.63,Норма
4721,13.53,48.42,Норма
4722,13.46,48.42,Норма
4723,13.46,48.05,Норма
4724,13.46,48.16,Норма
4725,13.54,48.16,Норма
4726,13.54,48.15,Норма
4727,13.52,48.15,Норма
4728,13.52,48.47,Норма
4729,13.52,47.67,Норма
4730,13.5,47.67,Норма
4731,13.5,47.91,Норма
4732,13.48,47.91,Норма
4733,13.48,47.83,Норма
4734,13.46,47.83,Норма
4735,13.46,47.5,Норма
4736,13.48,47.5,Норма
4737,13.48,47.64,Норма
4738,13.52,47.64,Норма
4739,13.52,48.42,Норма
4740,13.54,48.42,Норма
4741,13.54,47.68,Норма
4742,13.56,47.68,Норма
4743,13.56,47.84,Норма
4744,13.55,47.84,Норма
4745,13.55,48.1,Норма
4746,13.55,47.56,Норма
4747,13.5,47.56,Норма
4748,13.5,48.04,Норма
4749,13.54,48.04,Норма
4750,13.54,47.91,Норма
4751,13.46,47.91,Норма
4752,13.46,47.34,Норма
4753,13.49,47.34,Норма
4754,13.49,47.89,Норма
4755,13.48,47.89,Норма
4756,13.48,48.49,Норма
4757,13.52,48.49,Норма
4758,13.52,47.4,Норма
4759,13.48,47.4,Норма
4760,13.48,48.54,Норма
4761,13.55,48.54,Норма
4762,13.55,47.87,Норма
4763,13.54,47.87,Норма
4764,13.54,47.74,Норма
4765,13.52,47.74,Норма
4766,13.52,48.05,Норма
4767,13.52,48.12,Норма
4768,13.47,48.12,Норма
4769,13.47,47.59,Норма
4770,13.46,47.59,Норма
4771,13.46,47.57,Норма
4772,13.44,47.57,Норма
4773,13.44,47.7,Норма
4774,13.45,47.7,Норма
4775,13.45,48.12,Норма
4776,13.45,47.69,Норма
4777,13.48,47.69,Норма
4778,13.48,47.79,Норма
4779,13.47,47.79,Норма
4780,13.47,48.01,Норма
4781,13.48,48.01,Норма
4782,13.48,47.61,Норма
4783,13.48,48.16,Норма
4784,13.49,48.16,Норма
4785,13.49,48.01,Норма
4786,13.53,48.01,Норма
4787,13.53,47.7,Норма
4788,13.51,47.7,Норма
4789,13.51,47.94,Норма
4790,13.46,47.94,Норма
4791,13.46,48.37,Норма
4792,13.51,48.37,Норма
4793,13.51,48.53,Норма
4794,13.59,48.53,Норма
4795,13.59,48.38,Норма
4796,13.53,48.38,Норма
4797,13.53,48,Норма
4798,13.6,48,Норма
4799,13.6,48.29,Норма
4800,13.52,48.29,Норма
4801,13.52,48.01,Норма
4802,13.53,48.01,Норма
4803,13.53,48.92,Норма
4804,13.51,48.92,Норма
4805,13.51,49.2,Норма
4806,13.51,50.1,Норма
4807,13.57,50.1,Норма
4808,13.57,52.02,Норма
4809,13.51,52.02,Норма
4810,13.51,51.61,Норма
4811,13.53,51.61,Норма
4812,13.53,52,Норма
4813,13.53,49.38,Норма
4814,13.53,48.69,Норма
4815,13.57,48.69,Норма
4816,13.57,48.24,Норма
4817,13.59,48.24,Норма
4818,13.59,48.63,Норма
4819,13.6,48.63,Норма
4820,13.6,47.87,Норма
4821,13.55,47.87,Норма
4822,13.55,47.7,Норма
4823,13.56,47.7,Норма
4824,13.56,47.72,Норма
4825,13.5,47.72,Норма
4826,13.5,47.59,Норма
4827,13.51,47.59,Норма
4828,13.51,47.47,Норма
4829,13.51,47.72,Норма
4830,13.51,47.49,Норма
4831,13.49,47.49,Норма
4832,13.49,47.91,Норма
4833,13.48,47.91,Норма
4834,13.48,47.55,Норма
4835,13.51,47.55,Норма
4836,13.51,47.5,Норма
4837,13.51,47.77,Норма
4838,13.48,47.77,Норма
4839,13.48,47.95,Норма
4840,13.5,47.95,Норма
4841,13.5,48,Норма
4842,13.51,48,Норма
4843,13.51,47.73,Норма
4844,13.5,47.73,Норма
4845,13.5,47.7,Норма
4846,13.49,47.7,Норма
4847,13.49,47.76,Норма
4848,13.5,47.76,Норма
4849,13.5,47.93,Норма
4850,13.49,47.93,Норма
4851,13.49,48.08,Норма
4852,13.47,48.08,Норма
4853,13.47,47.58,Норма
4854,13.52,47.58,Норма
4855,13.52,47.84,Норма
4856,13.51,47.84,Норма
4857,13.51,47.95,Норма
4858,13.49,47.95,Норма
4859,13.49,47.92,Норма
4860,13.44,47.92,Норма
4861,13.44,47.54,Норма
4862,13.41,47.54,Норма
4863,13.41,47.86,Норма
4864,13.34,47.86,Норма
4865,13.34,48.08,Норма
4866,13.42,48.08,Норма
4867,13.42,47.64,Норма
4868,13.41,47.64,Норма
4869,13.41,48.08,Норма
4870,13.38,48.08,Норма
4871,13.38,47.8,Норма
4872,13.39,47.8,Норма
4873,13.39,47.87,Норма
4874,13.39,47.67,Норма
4875,13.39,47.93,Норма
4876,13.37,47.93,Норма
4877,13.37,47.73,Норма
4878,13.39,47.73,Норма
4879,13.39,47.93,Норма
4880,13.35,47.93,Норма
4881,13.35,48.12,Норма
4882,13.41,48.12,Норма
4883,13.41,47.68,Норма
4884,13.38,47.68,Норма
4885,13.38,47.4,Норма
4886,13.44,47.4,Норма
4887,13.44,47.76,Норма
4888,13.45,47.76,Норма
4889,13.45,47.88,Норма
4890,13.46,47.88,Норма
4891,13.46,47.99,Норма
4892,13.41,47.99,Норма
4893,13.41,47.82,Норма
4894,13.44,47.82,Норма
4895,13.44,47.77,Норма
4896,13.4,47.77,Норма
4897,13.4,48.1,Норма
4898,13.46,48.1,Норма
4899,13.46,47.92,Норма
4900,13.52,47.92,Норма
4901,13.52,47.41,Норма
4902,13.49,47.41,Норма
4903,13.49,47.98,Норма
4904,13.53,47.98,Норма
4905,13.53,47.97,Норма
4906,13.5,47.97,Норма
4907,13.5,48.03,Норма
4908,13.52,48.03,Норма
4909,13.52,47.76,Норма
4910,13.52,48.18,Норма
4911,13.51,48.18,Норма
4912,13.51,47.91,Норма
4913,13.5,47.91,Норма
4914,13.5,47.65,Норма
4915,13.5,48.1,Норма
4916,13.52,48.1,Норма
4917,13.52,48.02,Норма
4918,13.48,48.02,Норма
4919,13.48,47.63,Норма
4920,13.48,48.26,Норма
4921,13.54,48.26,Норма
4922,13.54,47.8,Норма
4923,13.52,47.8,Норма
4924,13.52,54.98,Норма
4925,13.54,54.98,Норма
4926,13.54,48.03,Норма
4927,13.58,48.03,Норма
4928,13.58,48.85,Норма
4929,13.57,48.85,Норма
4930,13.57,48.48,Норма
4931,13.56,48.48,Норма
4932,13.56,49.41,Норма
4933,13.47,49.41,Норма
4934,13.47,48.17,Норма
4935,13.45,48.17,Норма
4936,13.45,50.95,Норма
4937,13.48,50.95,Норма
4938,13.48,50.94,Норма
4939,13.48,47.68,Норма
4940,13.54,47.68,Норма
4941,13.54,47.86,Норма
4942,13.49,47.86,Норма
4943,13.49,47.39,Норма
4944,13.52,47.39,Норма
4945,13.52,47.62,Норма
4946,13.51,47.62,Норма
4947,13.51,47.3,Норма
4948,13.57,47.3,Норма
4949,13.57,47.74,Норма
4950,13.48,47.74,Норма
4951,13.48,47.31,Норма
4952,13.5,47.31,Норма
4953,13.5,47.77,Норма
4954,13.49,47.77,Норма
4955,13.49,47.87,Норма
4956,13.53,47.87,Норма
4957,13.53,48.01,Норма
4958,13.59,48.01,Норма
4959,13.59,47.81,Норма
4960,13.51,47.81,Норма
4961,13.51,47.66,Норма
4962,13.57,47.66,Норма
4963,13.57,47.68,Норма
4964,13.52,47.68,Норма
4965,13.52,47.91,Норма
4966,13.52,48.06,Норма
4967,13.54,48.06,Норма
4968,13.54,47.83,Норма
4969,13.54,47.32,Норма
4970,13.59,47.32,Норма
4971,13.59,48.1,Норма
4972,13.59,47.86,Норма
4973,13.56,47.86,Норма
4974,13.56,48,Норма
4975,13.54,48,Норма
4976,13.54,47.68,Норма
4977,13.5,47.68,Норма
4978,13.5,47.62,Норма
4979,13.55,47.62,Норма
4980,13.55,47.67,Норма
4981,13.55,47.46,Норма
4982,13.53,47.46,Норма
4983,13.53,47.75,Норма
4984,13.55,47.75,Норма
4985,13.55,47.95,Норма
4986,13.6,47.95,Норма
4987,13.6,47.85,Норма
4988,13.64,47.85,Норма
4989,13.64,47.78,Норма
4990,13.63,47.78,Норма
4991,13.63,47.77,Норма
4992,13.58,47.77,Норма
4993,13.58,47.95,Норма
4994,13.57,47.95,Норма
4995,13.57,47.69,Норма
4996,13.55,47.69,Норма
4997,13.55,47.54,Норма
4998,13.58,47.54,Норма
4999,13.58,47.65,Норма
5000,13.5,47.65,Норма
5001,13.5,47.27,Норма
5002,13.52,47.27,Норма
5003,13.52,47.72,Норма
5004,13.55,47.72,Норма
5005,13.55,47.69,Норма
5006,13.54,47.69,Норма
5007,13.54,47.76,Норма
5008,13.58,47.76,Норма
5009,13.58,47.95,Норма
5010,13.5,47.95,Норма
5011,13.5,47.5,Норма
5012,13.55,47.5,Норма
5013,13.55,48.19,Норма
5014,13.56,48.19,Норма
5015,13.56,47.76,Норма
5016,13.58,47.76,Норма
5017,13.58,47.82,Норма
5018,13.53,47.82,Норма
5019,13.53,47.55,Норма
5020,13.63,47.55,Норма
5021,13.63,47.33,Норма
5022,13.62,47.33,Норма
5023,13.62,47.54,Норма
5024,13.61,47.54,Норма
5025,13.61,47.37,Норма
5026,13.61,47.94,Норма
5027,13.62,47.94,Норма
5028,13.62,48.19,Норма
5029,13.61,48.19,Норма
5030,13.61,47.84,Норма
5031,13.65,47.84,Норма
5032,13.65,51.07,Норма
5033,13.68,51.07,Норма
5034,13.68,47.74,Норма
5035,13.61,47.74,Норма
5036,13.61,47.87,Норма
5037,13.69,47.87,Норма
5038,13.69,47.93,Норма
5039,13.59,47.93,Норма
5040,13.59,48.25,Норма
5041,13.57,48.25,Норма
5042,13.57,47.7,Норма
5043,13.58,47.7,Норма
5044,13.58,49.1,Норма
5045,13.62,49.1,Норма
5046,13.62,47.98,Норма
5047,13.62,47.56,Норма
5048,13.64,47.56,Норма
5049,13.64,47.79,Норма
5050,13.63,47.79,Норма
5051,13.63,48.2,Норма
5052,13.57,48.2,Норма
5053,13.57,47.59,Норма
5054,13.59,47.59,Норма
5055,13.59,47.75,Норма
5056,13.59,47.41,Норма
5057,13.6,47.41,Норма
5058,13.6,47.75,Норма
5059,13.59,47.75,Норма
5060,13.59,48.32,Норма
5061,13.62,48.32,Норма
5062,13.62,50.81,Норма
5063,13.64,50.81,Норма
5064,13.64,48.68,Норма
5065,13.63,48.68,Норма
5066,13.63,47.88,Норма
5067,13.57,47.88,Норма
5068,13.57,47.8,Норма
5069,13.6,47.8,Норма
5070,13.6,47.79,Норма
5071,13.59,47.79,Норма
5072,13.59,48.31,Норма
5073,13.66,48.31,Норма
5074,13.66,48.23,Норма
5075,13.61,48.23,Норма
5076,13.61,47.95,Норма
5077,13.6,47.95,Норма
5078,13.6,47.85,Норма
5079,13.6,48,Норма
5080,13.52,48,Норма
5081,13.52,48.77,Норма
5082,13.61,48.77,Норма
5083,13.61,47.62,Норма
5084,13.55,47.62,Норма
5085,13.55,47.83,Норма
5086,13.58,47.83,Норма
5087,13.58,48.07,Норма
5088,13.57,48.07,Норма
5089,13.57,47.08,Норма
5090,13.61,47.08,Норма
5091,13.61,48.38,Норма
5092,13.64,48.38,Норма
5093,13.64,47.7,Норма
5094,13.55,47.7,Норма
5095,13.55,47.87,Норма
5096,13.58,47.87,Норма
5097,13.58,47.82,Норма
5098,13.57,47.82,Норма
5099,13.57,47.8,Норма
5100,13.53,47.8,Норма
5101,13.53,47.59,Норма
5102,13.55,47.59,Норма
5103,13.55,47.72,Норма
5104,13.6,47.72,Норма
5105,13.6,47.77,Норма
5106,13.55,47.77,Норма
5107,13.55,47.4,Норма
5108,13.52,47.4,Норма
5109,13.52,47.89,Норма
5110,13.51,47.89,Норма
5111,13.51,47.84,Норма
5112,13.52,47.84,Норма
5113,13.52,47.68,Норма
5114,13.52,48.16,Норма
5115,13.57,48.16,Норма
5116,13.57,47.73,Норма
5117,13.56,47.73,Норма
5118,13.56,48.29,Норма
5119,13.57,48.29,Норма
5120,13.57,48,Норма
5121,13.63,48,Норма
5122,13.63,47.73,Норма
5123,13.56,47.73,Норма
5124,13.56,47.71,Норма
5125,13.55,47.71,Норма
5126,13.55,47.46,Норма
5127,13.56,47.46,Норма
5128,13.56,47.42,Норма
5129,13.57,47.42,Норма
5130,13.57,47.47,Норма
5131,13.6,47.47,Норма
5132,13.6,47.72,Норма
5133,13.55,47.72,Норма
5134,13.55,47.56,Норма
5135,13.61,47.56,Норма
5136,13.61,47.57,Норма
5137,13.61,47.88,Норма
5138,13.62,47.88,Норма
5139,13.62,47.78,Норма
5140,13.64,47.78,Норма
5141,13.64,47.85,Норма
5142,13.68,47.85,Норма
5143,13.68,47.96,Норма
5144,13.66,47.96,Норма
5145,13.66,47.65,Норма
5146,13.61,47.65,Норма
5147,13.61,47.88,Норма
5148,13.55,47.88,Норма
5149,13.55,47.8,Норма
5150,13.65,47.8,Норма
5151,13.65,47.5,Норма
5152,13.6,47.5,Норма
5153,13.6,47.64,Норма
5154,13.7,47.64,Норма
5155,13.7,47.78,Норма
5156,13.64,47.78,Норма
5157,13.64,47.63,Норма
5158,13.61,47.63,Норма
5159,13.61,48.14,Норма
5160,13.63,48.14,Норма
5161,13.63,47.52,Норма
5162,13.62,47.52,Норма
5163,13.62,47.8,Норма
5164,13.6,47.8,Норма
5165,13.6,47.59,Норма
5166,13.61,47.59,Норма
5167,13.61,48.03,Норма
5168,13.63,48.03,Норма
5169,13.63,47.94,Норма
5170,13.68,47.94,Норма
5171,13.68,50.46,Норма
5172,13.59,50.46,Норма
5173,13.59,53.8,Норма
5174,13.61,53.8,Норма
5175,13.61,47.84,Норма
5176,13.63,47.84,Норма
5177,13.63,47.94,Норма
5178,13.6,47.94,Норма
5179,13.6,47.95,Норма
5180,13.69,47.95,Норма
5181,13.69,48.11,Норма
5182,13.67,48.11,Норма
5183,13.67,48.09,Норма
5184,13.64,48.09,Норма
5185,13.64,48.14,Норма
5186,13.62,48.14,Норма
5187,13.62,47.87,Норма
5188,13.63,47.87,Норма
5189,13.63,47.99,Норма
5190,13.66,47.99,Норма
5191,13.66,47.94,Норма
5192,13.64,47.94,Норма
5193,13.64,47.87,Норма
5194,13.63,47.87,Норма
5195,13.63,47.83,Норма
5196,13.64,47.83,Норма
5197,13.64,48.29,Норма
5198,13.65,48.29,Норма
5199,13.65,48.03,Норма
5200,13.66,48.03,Норма
5201,13.66,47.98,Норма
5202,13.67,47.98,Норма
5203,13.67,47.87,Норма
5204,13.69,47.87,Норма
5205,13.69,49.16,Норма
5206,13.63,49.16,Норма
5207,13.63,48.55,Норма
5208,13.64,48.55,Норма
5209,13.64,47.76,Норма
5210,13.66,47.76,Норма
5211,13.66,47.45,Норма
5212,13.7,47.45,Норма
5213,13.7,47.32,Норма
5214,13.66,47.32,Норма
5215,13.66,48.07,Норма
5216,13.54,48.07,Норма
5217,13.54,47.84,Норма
5218,13.57,47.84,Норма
5219,13.57,47.97,Норма
5220,13.54,47.97,Норма
5221,13.54,47.82,Норма
5222,13.54,48.07,Норма
5223,13.61,48.07,Норма
5224,13.61,47.73,Норма
5225,13.62,47.73,Норма
5226,13.62,47.95,Норма
5227,13.59,47.95,Норма
5228,13.59,60.35,Норма
5229,13.58,60.35,Норма
5230,13.58,48.65,Норма
5231,13.64,48.65,Норма
5232,13.64,48.49,Норма
5233,13.59,48.49,Норма
5234,13.59,48.94,Норма
5235,13.56,48.94,Норма
5236,13.56,48.06,Норма
5237,13.56,47.84,Норма
5238,13.59,47.84,Норма
5239,13.59,48.4,Норма
5240,13.55,48.4,Норма
5241,13.55,47.28,Норма
5242,13.59,47.28,Норма
5243,13.59,48.14,Норма
5244,13.65,48.14,Норма
5245,13.65,48.01,Норма
5246,13.54,48.01,Норма
5247,13.54,47.44,Норма
5248,13.55,47.44,Норма
5249,13.55,47.53,Норма
5250,13.6,47.53,Норма
5251,13.6,47.95,Норма
5252,13.55,47.95,Норма
5253,13.55,47.88,Норма
5254,13.59,47.88,Норма
5255,13.59,47.76,Норма
5256,13.55,47.76,Норма
5257,13.55,47.99,Норма
5258,13.51,47.99,Норма
5259,13.51,47.71,Норма
5260,13.56,47.71,Норма
5261,13.56,47.65,Норма
5262,13.58,47.65,Норма
5263,13.58,47.63,Норма
5264,13.56,47.63,Норма
5265,13.56,47.29,Норма
5266,13.52,47.29,Норма
5267,13.52,47.58,Норма
5268,13.49,47.58,Норма
5269,13.49,48,Норма
5270,13.56,48,Норма
5271,13.56,48.04,Норма
5272,13.56,48.12,Норма
5273,13.56,47.46,Норма
5274,13.53,47.46,Норма
5275,13.53,47.81,Норма
5276,13.49,47.81,Норма
5277,13.49,47.45,Норма
5278,13.54,47.45,Норма
5279,13.54,47.89,Норма
5280,13.51,47.89,Норма
5281,13.51,47.79,Норма
5282,13.59,47.79,Норма
5283,13.59,47.84,Норма
5284,13.57,47.84,Норма
5285,13.57,47.92,Норма
5286,13.53,47.92,Норма
5287,13.53,47.81,Норма
5288,13.6,47.81,Норма
5289,13.6,47.59,Норма
5290,13.58,47.59,Норма
5291,13.58,47.42,Норма
5292,13.6,47.42,Норма
5293,13.6,47.72,Норма
5294,13.54,47.72,Норма
5295,13.54,48.11,Норма
5296,13.57,48.11,Норма
5297,13.57,47.97,Норма
5298,13.51,47.97,Норма
5299,13.51,47.83,Норма
5300,13.57,47.83,Норма
5301,13.57,48.17,Норма
5302,13.6,48.17,Норма
5303,13.6,47.95,Норма
5304,13.54,47.95,Норма
5305,13.54,47.6,Норма
5306,13.6,47.6,Норма
5307,13.6,47.93,Норма
5308,13.5,47.93,Норма
5309,13.5,47.99,Норма
5310,13.5,47.6,Норма
5311,13.52,47.6,Норма
5312,13.52,47.86,Норма
5313,13.51,47.86,Норма
5314,13.51,47.38,Норма
5315,13.52,47.38,Норма
5316,13.52,48.12,Норма
5317,13.49,48.12,Норма
5318,13.49,47.92,Норма
5319,13.51,47.92,Норма
5320,13.51,47.39,Норма
5321,13.47,47.39,Норма
5322,13.47,47.66,Норма
5323,13.52,47.66,Норма
5324,13.52,47.85,Норма
5325,13.53,47.85,Норма
5326,13.53,47.95,Норма
5327,13.47,47.95,Норма
5328,13.47,47.57,Норма
5329,13.52,47.57,Норма
5330,13.52,47.52,Норма
5331,13.45,47.52,Норма
5332,13.45,47.55,Норма
5333,13.51,47.55,Норма
5334,13.51,48.1,Норма
5335,13.47,48.1,Норма
5336,13.47,47.58,Норма
5337,13.45,47.58,Норма
5338,13.45,48.03,Норма
5339,13.48,48.03,Норма
5340,13.48,47.82,Норма
5341,13.45,47.82,Норма
5342,13.45,48.15,Норма
5343,13.45,47.8,Норма
5344,13.48,47.8,Норма
5345,13.48,47.83,Норма
5346,13.47,47.83,Норма
5347,13.47,47.6,Норма
5348,13.47,47.42,Норма
5349,13.39,47.42,Норма
5350,13.39,47.24,Норма
5351,13.44,47.24,Норма
5352,13.44,47.93,Норма
5353,13.5,47.93,Норма
5354,13.5,48.11,Норма
5355,13.45,48.11,Норма
5356,13.45,49.29,Норма
5357,13.46,49.29,Норма
5358,13.46,47.74,Норма
5359,13.49,47.74,Норма
5360,13.49,47.39,Норма
5361,13.51,47.39,Норма
5362,13.51,48.06,Норма
5363,13.5,48.06,Норма
5364,13.5,47.59,Норма
5365,13.49,47.59,Норма
