dates,Гренландское,Восточно-Сибирское,Чукотское,Берингово,Лаптевых,Карское,Баренцево
2019-01-25,335160,1261652,1052912,1636600,765576,852404,328888
2019-01-26,349468,1261652,1039780,1634836,765576,845740,354956
2019-01-27,351428,1261652,1021160,1632484,765576,852992,356328
2019-01-28,343784,1261652,1024100,1615040,765576,852404,342020
2019-01-29,344568,1261652,1053108,1617392,765576,853972,304976
2019-01-30,335552,1261652,1053108,1634640,765576,855540,264012
2019-01-31,334572,1261652,1053108,1635620,765184,850444,191296
2019-02-01,336336,1261652,1053108,1636404,761068,843976,169148
2019-02-02,333396,1261456,1041544,1636796,764792,847308,169148
2019-02-03,329476,1261260,1030568,1636404,764204,846916,157584
2019-02-04,326144,1261260,1034096,1636012,758912,839272,153664
2019-02-05,332612,1261456,1037820,1635424,751072,826728,134848
2019-02-06,336336,1261456,1029000,1636796,759696,825160,147980
2019-02-07,356720,1261456,1014496,1635816,762244,814772,159544
2019-02-08,359268,1261652,1016652,1597988,759500,814968,191688
2019-02-09,358876,1261652,1022532,1600732,761068,821436,216972
2019-02-10,379848,1261652,1017828,1635424,765576,835548,231280
2019-02-11,372792,1261652,1029392,1627584,765576,833980,230300
2019-02-12,366716,1261652,1031156,1626604,764204,824964,244412
2019-02-13,385336,1261652,1046640,1636208,764400,824180,252056
2019-02-14,391020,1261652,1053108,1638364,765576,830844,274792
2019-02-15,396116,1261652,1045856,1638364,765576,835352,301448
2019-02-16,392980,1261652,1027824,1637580,765576,829276,306152
2019-02-17,372008,1261652,1014888,1631504,765576,846328,321636
2019-02-18,376908,1261652,1028412,1630524,765576,854560,343196
2019-02-19,387884,1261652,1053108,1633856,765576,852796,371616
2019-02-20,386120,1261652,1053108,1636404,761460,857696,372596
2019-02-21,375732,1261652,1029588,1636208,754796,857500,401408
2019-02-22,380044,1261652,1025472,1634640,763420,857500,344960
2019-02-23,377496,1261652,1015280,1634640,761656,821632,331828
2019-02-24,366324,1261652,1006852,1634052,764008,821828,367304
2019-02-25,372988,1261652,1001560,1634640,765576,828492,335160
2019-02-26,374164,1261652,996072,1636208,765576,804580,326340
2019-02-27,373380,1261652,984312,1636012,765576,802228,293412
2019-02-28,380828,1261652,967848,1636600,765576,809088,294980
2019-03-01,375144,1261652,961380,1629936,765576,828492,328496
2019-03-02,384944,1261456,968632,1620136,765576,851620,393764
2019-03-03,381220,1261652,969808,1612884,765576,850444,440608
2019-03-04,392196,1261652,946680,1622096,765576,842604,451780
2019-03-05,399252,1261652,945700,1624644,765576,848288,424928
2019-03-06,396900,1261652,953932,1629348,765576,852600,417676
2019-03-07,405720,1261652,971964,1631700,765576,850836,389844
2019-03-08,402780,1261652,981764,1634836,765576,849464,372008
2019-03-09,399252,1261652,988428,1634248,765576,849268,406308
2019-03-10,409052,1261652,984508,1636796,765576,854560,477260
2019-03-11,409248,1261652,980784,1636208,765576,858088,519792
2019-03-12,402584,1261652,990388,1636012,765576,858480,549976
2019-03-13,405720,1261652,1000188,1636796,765576,855932,572516
2019-03-14,401408,1261652,999012,1637776,765576,856324,585256
2019-03-15,396312,1261652,1000776,1633072,765576,853776,539392
2019-03-16,391608,1261652,1022728,1634640,765576,838096,514500
2019-03-17,398664,1261652,1021356,1617980,760676,821632,478044
2019-03-18,382396,1261652,1036252,1614648,760676,803992,457660
2019-03-19,376320,1261652,1047620,1626016,752444,806932,449428
2019-03-20,359268,1261652,1048992,1633268,746760,812224,437864
2019-03-21,360248,1261652,1048796,1634248,755384,818692,391412
2019-03-22,348880,1260672,1028608,1634836,764008,827512,336336
2019-03-23,359464,1259104,1001952,1632680,764596,816732,315364
2019-03-24,367108,1261064,995484,1601320,762832,775572,267148
2019-03-25,373576,1261652,985880,1606024,760284,736960,274400
2019-03-26,381808,1261652,972944,1620528,746172,730100,339864
2019-03-27,372008,1261652,970592,1611708,743820,727944,393568
2019-03-28,377888,1261652,967848,1625820,718928,715008,402780
2019-03-29,360836,1261064,977648,1632680,705796,741076,370832
2019-03-30,383572,1260084,972944,1634640,730296,715400,323988
2019-03-31,386120,1261652,977256,1631308,724416,695604,318108
2019-04-01,383180,1261652,985488,1633464,707756,675416,322812
2019-04-02,394352,1261652,975100,1635032,690508,661892,332612
2019-04-03,380436,1261652,973532,1630916,697956,670516,338296
2019-04-04,370636,1261652,986664,1628172,727944,689136,359268
2019-04-05,372792,1261652,991760,1630916,751268,694820,343784
2019-04-06,377692,1261652,985684,1632092,750680,699916,319872
2019-04-07,381416,1260868,969220,1633268,720300,713832,328496
2019-04-08,388276,1259888,973728,1632876,731472,746172,351624
2019-04-09,384356,1258320,972748,1633268,748132,766752,389256
2019-04-10,364168,1261652,978236,1634052,763812,779100,403564
2019-04-11,382396,1261652,977844,1634052,765576,784980,414540
2019-04-12,375732,1261652,963732,1633268,763616,792624,445900
2019-04-13,366324,1261652,955500,1628564,765184,812812,446488
2019-04-14,322028,1261652,963144,1622096,765576,815164,450996
2019-04-15,288708,1261652,989604,1616020,765576,822808,444136
2019-04-16,264208,1257144,1020180,1614256,761264,827512,381024
2019-04-17,227752,1255184,1008028,1617980,758716,820652,341432
2019-04-18,201292,1252832,991760,1615824,765576,808500,353780
2019-04-19,232848,1258320,991760,1615236,765576,824180,318696
2019-04-20,256564,1261652,1013908,1614060,765576,804384,321048
2019-04-21,299096,1256556,1020572,1611512,765576,803992,369264
2019-04-22,356720,1240092,1005480,1602300,754992,780276,381024
2019-04-23,377300,1234604,971572,1586032,739116,794976,416500
2019-04-24,354172,1234800,957460,1597988,711676,798308,432964
2019-04-25,299684,1229116,951776,1602692,725396,794976,421792
2019-04-26,287336,1229508,947464,1601320,742448,803208,440020
2019-04-27,270872,1225196,930608,1609552,754600,805756,452368
2019-04-28,296940,1229116,898072,1617784,724416,796152,445704
2019-04-29,292040,1232056,877296,1620920,735588,794780,445704
2019-04-30,307524,1228920,882980,1621312,745780,794780,439824
2019-05-01,295960,1217748,882000,1620136,737940,788116,424144
2019-05-02,303016,1230096,873180,1609552,736764,778512,369460
2019-05-03,310660,1234016,869064,1577408,720692,772828,399840
2019-05-04,277144,1233428,864948,1557220,720496,782236,394940
2019-05-05,295568,1233624,855540,1545264,710500,753424,371812
2019-05-06,289884,1224216,858480,1539384,690508,762832,391216
2019-05-07,296548,1208340,853972,1525076,681688,767928,406504
2019-05-08,290080,1200892,849072,1514296,668556,766164,426300
2019-05-09,289100,1200304,843976,1511748,665028,764988,353976
2019-05-10,297136,1202656,842800,1507044,662284,700112,332024
2019-05-11,296156,1203440,843192,1489404,664244,687568,342412
2019-05-12,290080,1203048,842604,1461572,664832,699916,332612
2019-05-13,293608,1217160,836332,1442168,667968,702464,283416
2019-05-14,266560,1229508,832216,1430212,678944,741468,239708
2019-05-15,251076,1235584,830256,1420608,692664,733236,221088
2019-05-16,251664,1233820,828296,1399048,698544,649740,212856
2019-05-17,254996,1227156,824964,1367884,704228,620732,210700
2019-05-18,250684,1233232,820260,1325548,710500,618380,215208
2019-05-19,270480,1241660,814968,1290464,708148,615048,221480
2019-05-20,240492,1201284,812616,1265964,693448,607404,222656
2019-05-21,246960,1190700,814184,1247148,689332,602308,216776
2019-05-22,252644,1199128,813596,1230880,684040,599956,207760
2019-05-23,245000,1192660,814968,1220100,667184,604464,215796
2019-05-24,230888,1155420,810852,1190112,658952,584080,213640
2019-05-25,242256,1119944,803600,1156792,658560,535864,209720
2019-05-26,256564,1120140,796936,1164828,661108,499800,214032
2019-05-27,260876,1123472,791840,1173844,662676,472164,210700
2019-05-28,270872,1163848,780472,1156204,663068,455308,205016
2019-05-29,269892,1166984,766360,1160712,663656,441000,200900
2019-05-30,274400,1162868,764596,1163260,662676,427672,194628
2019-05-31,267148,1159536,766360,1154832,659148,418852,190316
2019-06-01,264404,1158948,766556,1130136,646408,381220,196392
2019-06-02,269108,1161496,757540,1131116,621516,355348,197372
2019-06-03,281260,1171688,754600,1128960,590744,369264,196392
2019-06-04,284788,1171296,742644,1125236,562520,343784,191296
2019-06-05,282240,1176196,725200,1117788,553112,319872,189140
2019-06-06,278516,1161888,721084,1121512,552132,338492,184044
2019-06-07,259700,1159340,709324,1113084,543900,346920,183260
2019-06-08,267344,1156792,701876,1109164,536844,346724,183848
2019-06-09,254408,1121120,698348,1099756,539588,346920,187376
2019-06-10,217364,1045268,688940,1094660,480984,329280,181888
2019-06-11,226968,901992,677768,1102304,384160,300272,179928
2019-06-12,213052,793800,670516,1069768,347900,274400,181104
2019-06-13,153272,696584,650916,1024884,330064,268128,177184
2019-06-14,118580,636412,640136,987056,304388,197764,172676
2019-06-15,110152,552524,636020,914340,205604,188552,179732
2019-06-16,111328,507248,620536,848092,183064,160720,158956
2019-06-17,109564,431004,622496,835940,189728,124068,158564
2019-06-18,97608,468048,617988,835744,173068,122304,168560
2019-06-19,91140,536452,609952,861224,66052,114268,167776
2019-06-20,72520,416108,603680,867300,33516,97608,159544
2019-06-21,55076,513520,588784,823592,25480,80360,167188
2019-06-22,43120,511168,590744,839860,23912,79184,162876
2019-06-23,10388,394940,592900,844172,34496,69972,163660
2019-06-24,11368,311444,568596,827316,49000,68600,169736
2019-06-25,4312,297332,593488,829276,86240,64484,166208
2019-06-26,19208,300664,556836,702660,9212,55860,165032
2019-06-27,9212,268128,533316,620536,17444,46060,166208
2019-06-28,44884,319088,488040,583100,29008,64876,153664
2019-06-29,41356,359660,427084,526260,90552,83888,141708
2019-06-30,35868,267344,362600,494116,108192,69776,141512
2019-07-01,40376,181496,303016,468440,119168,55272,135044
2019-07-02,50176,115052,246176,389256,111916,47236,110936
2019-07-03,46844,120148,102508,354956,102508,35476,98000
2019-07-04,53900,55272,22148,305564,97412,27636,109172
2019-07-05,26460,58604,154448,257348,62328,29008,100548
2019-07-06,18032,195804,230300,264992,102704,24696,66052
2019-07-07,16856,214424,213836,300468,94472,19992,75852
2019-07-08,25284,216972,211288,312228,116620,13916,29400
2019-07-09,21952,189140,224420,357700,92512,8820,60172
2019-07-10,45668,151704,266364,279104,70952,5488,36652
2019-07-11,54684,70364,194432,255192,62328,7056,63700
2019-07-12,48608,27048,129164,214228,62328,3724,73108
2019-07-13,54684,88592,117992,197764,15092,4116,64092
2019-07-14,51548,94472,98784,143276,12740,4116,62720
2019-07-15,37044,86044,108584,140336,23716,11368,54096
2019-07-16,18816,50176,133280,64484,65856,14112,68404
2019-07-17,20580,47432,166208,198744,80948,12936,67228
2019-07-18,47432,84476,193452,422968,117600,10584,66640
2019-07-19,57820,75068,211288,473536,113288,2156,66444
2019-07-20,48608,78204,193256,460208,83104,2940,71148
2019-07-21,54488,33124,181692,471968,114660,6076,49196
2019-07-22,54292,192864,198940,425516,104860,4116,48216
2019-07-23,51352,143864,190708,446880,37632,2156,51156
2019-07-24,41552,98196,135828,517048,53312,7448,59584
2019-07-25,46648,53508,72912,506856,37044,6860,66640
2019-07-26,67816,49980,70560,459032,44100,6272,65660
2019-07-27,55272,16856,68992,439628,49980,8036,66052
2019-07-28,46844,14504,81928,428652,53312,5880,68012
2019-07-29,27636,66052,150332,381220,57820,5880,76048
2019-07-30,15288,65268,120932,390628,97804,7252,64484
2019-07-31,40964,59192,120540,323008,91924,2940,53116
2019-08-01,36652,62328,69776,291060,81340,4508,73892
2019-08-02,37436,42532,35280,296940,58996,5292,66444
2019-08-03,10584,84280,36848,194628,40768,4900,72324
2019-08-04,1372,54880,50176,231476,22148,4900,58800
2019-08-05,3136,32144,26264,337904,42140,5880,60956
2019-08-06,2940,33124,11956,269500,56056,6272,46256
2019-08-07,2548,26264,588,223244,83300,9408,49000
2019-08-08,9604,15092,4116,326536,105448,8428,60564
2019-08-09,11172,43708,19796,351428,57036,3920,50960
2019-08-10,19208,32732,67816,313796,2548,392,58996
2019-08-11,1176,5096,67228,262444,0,196,66640
2019-08-12,26460,18620,52332,270480,0,392,71148
2019-08-13,27048,58408,61740,193648,0,196,72128
2019-08-14,6468,68404,89768,164444,0,196,60956
2019-08-15,19404,61936,87416,179732,0,588,59780
2019-08-16,14308,54292,89768,177184,0,196,46452
2019-08-17,17640,32928,52332,176792,0,1176,40572
2019-08-18,20580,23520,35280,226772,0,196,42924
2019-08-19,31556,24304,45276,255388,0,0,39004
2019-08-20,37044,19992,51940,228536,0,196,50372
2019-08-21,58604,23128,66248,233240,0,0,43512
2019-08-22,63504,16072,62132,257740,0,196,37632
2019-08-23,62132,11172,37044,241864,0,196,59780
2019-08-24,58996,13328,30576,224224,0,196,52332
2019-08-25,28812,12152,28812,224420,1372,196,46060
2019-08-26,26656,12740,26068,197568,6468,196,45472
2019-08-27,30968,15092,18228,167972,2940,0,32732
2019-08-28,26460,14112,37436,180124,24304,588,8036
2019-08-29,11368,18424,77224,180516,8232,0,7056
2019-08-30,13916,19404,87416,175028,0,0,8428
2019-08-31,20972,15484,66836,159544,0,0,3528
2019-09-01,26264,13916,29792,177184,0,0,16268
2019-09-02,24892,16268,35084,324184,0,0,12348
2019-09-03,33516,12348,36848,476672,0,196,20776
2019-09-04,33908,12152,43904,528808,0,0,20776
2019-09-05,40572,13328,67228,589568,0,196,19600
2019-09-06,49588,12348,98588,598780,784,0,21756
2019-09-07,51940,13916,97216,545076,2744,196,22148
2019-09-08,59976,11368,59192,486472,1960,196,25872
2019-09-09,69188,7644,43316,475496,4900,0,39592
2019-09-10,60760,6664,26460,461188,25088,0,39788
2019-09-11,47236,7448,30772,453544,3724,0,11956
2019-09-12,50176,7252,32732,421400,1372,0,13524
2019-09-13,33712,3920,38024,439432,1960,0,2548
2019-09-14,29988,10780,37828,441196,2744,0,588
2019-09-15,32732,11956,51352,510384,6076,0,0
2019-09-16,34888,19992,66444,497056,980,0,0
2019-09-17,42336,32732,81536,542920,0,0,0
2019-09-18,57820,42336,111132,588980,0,0,196
2019-09-19,64484,49196,112504,591920,0,0,1176
2019-09-20,85064,52920,120736,614852,980,0,1764
2019-09-21,107016,60760,135436,643860,588,0,2940
2019-09-22,71344,66640,145628,680904,980,0,3136
2019-09-23,74088,91924,152684,689136,1372,0,5096
2019-09-24,44296,107800,157388,704816,1372,0,8820
2019-09-25,84084,96040,164248,727356,0,0,3724
2019-09-26,61544,86240,171500,712460,0,0,3528
2019-09-27,108192,104664,174048,731864,0,0,4312
2019-09-28,126028,139748,174440,768712,0,0,9996
2019-09-29,133868,136416,169148,781648,0,0,6664
2019-09-30,148372,126028,175028,842800,6468,0,7252
2019-10-01,143864,137592,170324,845152,7252,0,17248
2019-10-02,93296,118384,163464,872396,21364,0,9212
2019-10-03,140924,96040,155036,915712,26068,0,10192
2019-10-04,174048,100156,150920,890428,41160,0,11172
2019-10-05,140140,114268,152880,896504,51156,0,3528
2019-10-06,134848,158172,160132,924532,59388,0,1176
2019-10-07,88004,178164,166012,952364,64288,0,0
2019-10-08,108976,174048,168952,933156,65268,0,0
2019-10-09,137984,169344,172872,944132,56840,0,196
2019-10-10,146608,185416,186788,946092,77028,0,980
2019-10-11,165228,199724,190316,948836,103292,0,1372
2019-10-12,178360,192276,189532,970592,78400,0,1568
2019-10-13,200116,169344,180124,973728,79184,0,3332
2019-10-14,209132,181692,177576,969416,94472,0,6076
2019-10-15,203448,194040,174636,995288,116032,0,4116
2019-10-16,215600,192864,168756,990780,139944,2352,6664
2019-10-17,223048,202468,173264,1014104,153468,1372,12544
2019-10-18,233240,205996,173656,1048600,175812,1568,28420
2019-10-19,231476,204624,170324,1064476,186788,1764,35084
2019-10-20,231672,211288,165816,1065652,185808,196,29596
2019-10-21,224812,224616,164640,1036056,183652,2744,38220
2019-10-22,221676,225596,164052,1047816,185612,3528,47236
2019-10-23,233240,233240,166012,1078588,193648,4508,24892
2019-10-24,255388,254996,174832,1104460,204036,5880,23520
2019-10-25,251468,310856,186592,1127784,231084,5292,61936
2019-10-26,227360,367108,187180,1123276,247548,7840,83104
2019-10-27,249704,409836,186788,1121708,258916,12544,76244
2019-10-28,264600,463148,186984,1086820,276556,7840,78204
2019-10-29,249116,458248,171892,1056048,334180,34300,73500
2019-10-30,270676,575064,168560,1004892,369460,71932,74088
2019-10-31,279692,735784,185416,1015084,436884,101136,81340
2019-11-01,288120,831824,188944,1030764,476084,129164,94276
2019-11-02,290276,946288,195020,1088976,582708,276752,85848
2019-11-03,285376,1058400,201684,1134840,678356,394156,85652
2019-11-04,280868,1071924,196588,1199324,713048,441588,84672
2019-11-05,299096,1113672,204232,1202264,743820,439628,90944
2019-11-06,311444,1104264,218736,1231664,751660,464716,112896
2019-11-07,316540,1058008,228340,1262436,761460,502740,120148
2019-11-08,325164,1039584,211288,1306340,764400,523320,113288
2019-11-09,331632,1086232,203448,1296540,765576,552720,103684
2019-11-10,336532,1087996,209328,1293208,765576,502348,117796
2019-11-11,325948,1059184,230888,1338092,763616,438256,140532
2019-11-12,334768,1013712,233240,1400028,758716,448448,113484
2019-11-13,346136,963144,236376,1413160,756364,458836,105056
2019-11-14,354760,933156,229712,1454908,756952,467460,110152
2019-11-15,327908,981372,235984,1470196,760480,467460,122696
2019-11-16,236768,1049384,237552,1522332,765576,451388,77812
2019-11-17,269500,1088780,263816,1527428,753816,431396,74088
2019-11-18,255780,1133076,284984,1546244,734608,417676,52724
2019-11-19,295960,1185212,329084,1560944,754600,423948,32144
2019-11-20,308504,1207360,359660,1574076,763224,403760,97804
2019-11-21,343392,1217552,364364,1587796,765576,441392,131124
2019-11-22,350056,1231664,375732,1597988,765576,509796,164836
2019-11-23,351624,1235192,390040,1583876,765576,551152,137788
2019-11-24,378084,1245188,427280,1594068,763224,520772,181300
2019-11-25,380632,1241464,462756,1619940,763616,561736,186200
2019-11-26,384160,1222648,416304,1625820,765576,613088,197372
2019-11-27,373380,1204812,343392,1590344,765576,653268,220108
2019-11-28,370636,1230684,333396,1586424,765380,665812,253232
2019-11-29,364756,1257536,346136,1591324,764596,689528,239708
2019-11-30,377104,1243032,384944,1611904,765576,681296,210896
2019-12-01,380632,1238524,410032,1598380,765576,687372,165620
2019-12-02,344960,1238524,451584,1591324,765576,661108,195216
2019-12-03,344764,1239112,497840,1626604,765576,628964,203448
2019-12-04,331828,1245384,517048,1632288,763812,668752,211288
2019-12-05,263816,1250284,535864,1632876,764204,683256,183652
2019-12-06,257348,1253224,538412,1633268,764400,735980,179928
2019-12-07,262836,1255184,542920,1633268,758716,728924,208152
2019-12-08,302232,1257144,563304,1631112,752052,759500,236768
2019-12-09,293608,1256948,563696,1615236,762048,751268,267148
2019-12-10,303408,1257536,543116,1580936,761460,682276,290276
2019-12-11,303996,1256556,520184,1546244,763224,723436,316148
2019-12-12,290472,1255380,566636,1553300,764988,777728,308112
2019-12-13,274400,1259888,611716,1557808,765576,798504,307328
2019-12-14,262248,1260476,626612,1572312,765576,805168,310464
2019-12-15,267540,1261652,654640,1587404,765576,787528,320852
2019-12-16,295568,1261652,674632,1587992,765576,780276,341628
2019-12-17,315952,1261652,665224,1585444,765576,786156,356720
2019-12-18,309680,1261652,653660,1586424,765576,781452,358484
2019-12-19,315560,1261456,674632,1598968,765576,782236,360640
2019-12-20,327516,1254204,659344,1626800,765576,784392,360052
2019-12-21,330652,1252832,663264,1637384,765576,792036,346724
2019-12-22,337316,1255772,766948,1638168,765576,809284,345352
2019-12-23,342608,1261064,859656,1638560,765576,816536,333788
2019-12-24,336140,1261652,896504,1638560,765576,822612,316148
2019-12-25,342216,1261064,942760,1638560,765576,835156,305564
2019-12-26,350252,1261652,983920,1638560,765576,834176,309680
2019-12-27,318500,1261652,998816,1638560,765576,829276,348684
2019-12-28,315952,1261652,1007048,1638560,765576,834764,347704
2019-12-29,348488,1261652,1010772,1638560,765576,811244,323400
2019-12-30,358680,1261652,1008812,1638560,765576,774984,306544
2019-12-31,355740,1261652,1008224,1638560,765576,723436,322420
2020-01-01,331632,1243032,1003716,1525664,752444,720888,365736
2020-01-02,290472,1243032,995484,1525272,748720,726376,391020
2020-01-03,291648,1243032,988428,1525664,749700,728532,405916
2020-01-04,323988,1243032,997052,1525664,749112,734412,407092
2020-01-05,322616,1243032,1008616,1525664,752640,706972,385336
2020-01-06,308112,1243032,1018416,1525664,750484,703640,399840
2020-01-07,282044,1243032,1022140,1525664,752052,734804,408464
2020-01-08,259700,1243032,1027040,1525860,753816,751268,358680
2020-01-09,261660,1242444,1027628,1525860,753816,734020,285964
2020-01-10,246372,1241856,1026060,1525860,753816,728924,291256
2020-01-11,241276,1240092,1008420,1525860,753816,743232,345744
2020-01-12,255192,1240484,1009400,1525664,751856,775376,391020
2020-01-13,266756,1242640,1009204,1525664,753816,764204,403760
2020-01-14,274988,1242836,1028412,1525664,753816,776356,411012
2020-01-15,287728,1243032,1028216,1525860,751660,783412,432768
2020-01-16,291256,1240484,995092,1525468,753620,787920,435904
2020-01-17,296548,1242836,999796,1525468,753032,789880,448448
2020-01-18,302820,1243032,1018612,1525664,746368,790860,463148
2020-01-19,305956,1243032,1017436,1524880,747740,789292,473536
2020-01-20,297528,1242640,1017044,1525860,753816,787332,463736
2020-01-21,300468,1242640,1023512,1525860,753816,775572,424340
2020-01-22,314384,1242052,1028216,1525664,753816,777728,393764
2020-01-23,290472,1240680,1028412,1525860,753816,787724,411600
2020-01-24,278516,1242248,1028216,1525860,753424,794976,423360
2020-01-25,266560,1242444,1028412,1525664,749700,797132,431004
2020-01-26,257740,1242640,1028412,1525664,741468,797328,458836
2020-01-27,253232,1242640,1028412,1525272,750680,797328,496272
2020-01-28,251860,1242640,1028412,1525468,753816,796740,521556
2020-01-29,251860,1242444,1028412,1525664,753816,797524,569380
2020-01-30,272048,1242640,1027628,1525860,753816,797916,555268
2020-01-31,284004,1242640,1028216,1525664,753816,797720,489020
2020-02-01,300272,1242836,1028412,1525664,745976,792624,428064
2020-02-02,295372,1242640,1028412,1525664,736568,783020,382592
2020-02-03,301448,1242444,1028412,1525664,742056,780276,342608
2020-02-04,311444,1242836,1028412,1525272,746172,784392,350448
2020-02-05,307132,1242836,1027040,1524880,737744,788704,396312
2020-02-06,321244,1243032,1028216,1524880,728336,794584,451388
2020-02-07,298116,1243032,1028412,1525272,732452,797328,474124
2020-02-08,281456,1242836,1028412,1525076,741272,797524,479808
2020-02-09,283024,1243032,1028412,1525468,750484,797916,467852
2020-02-10,278516,1242836,1028412,1525468,753816,796936,417284
2020-02-11,270088,1243032,1028412,1524880,753816,795564,367696
2020-02-12,257936,1243032,1028412,1525468,753816,786548,333396
2020-02-13,288708,1243032,1028412,1525468,753032,762048,351428
2020-02-14,297920,1243032,1028412,1525664,748720,729904,400232
2020-02-15,301448,1243032,1028412,1524684,736960,736176,437080
2020-02-16,299488,1243032,1028412,1525664,751464,748328,437472
2020-02-17,299684,1243032,1028412,1525664,753424,737744,421792
2020-02-18,305368,1243032,1028412,1525860,742252,706580,374164
2020-02-19,302428,1242836,1028412,1525664,729708,672868,352408
2020-02-20,309092,1243032,1028216,1525468,722064,704228,348880
2020-02-21,323008,1243032,1028412,1525664,731668,715008,396116
2020-02-22,337316,1243032,1028412,1525860,737156,669340,413952
2020-02-23,329868,1243032,1028412,1525860,739508,632492,398468
2020-02-24,334376,1243032,1028412,1525860,733236,606424,418852
2020-02-25,329672,1243032,1028412,1525468,700896,593292,453936
2020-02-26,330260,1243032,1028412,1525860,692468,619164,490588
2020-02-27,343588,1243032,1028412,1525860,697564,639940,491764
2020-02-28,349664,1243032,1028412,1525860,691684,686588,504700
2020-02-29,362404,1242640,1028412,1525860,693252,689136,510580
2020-03-01,371028,1237152,1028412,1525860,692076,688744,500584
2020-03-02,369264,1235584,1028412,1525860,696584,691292,508032
2020-03-03,369264,1235780,1028412,1525860,720496,778316,516264
2020-03-04,366128,1238916,1028412,1525860,752052,792820,520380
2020-03-05,353976,1239504,1028412,1525860,753816,792624,549192
2020-03-06,341432,1243032,1028412,1525664,753816,796544,499408
2020-03-07,347900,1243032,1028412,1525272,753816,784980,468636
2020-03-08,360052,1243032,1028412,1525468,753816,787136,476868
2020-03-09,363972,1243032,1028412,1525468,753816,789292,472556
2020-03-10,374752,1243032,1028412,1525272,751660,774984,474908
2020-03-11,397880,1243032,1028412,1525664,740880,757932,486472
2020-03-12,399056,1243032,1028412,1525468,745976,779100,490784
2020-03-13,391804,1243032,1010380,1525468,743428,748524,461580
2020-03-14,401604,1243032,1006068,1518216,708932,773024,464128
2020-03-15,398468,1243032,1020376,1525468,716968,783412,527828
2020-03-16,378084,1243032,1013516,1525860,748328,774592,514108
2020-03-17,373576,1243032,1001756,1525860,753816,776160,496664
2020-03-18,392392,1243032,992740,1521352,753816,783216,493724
2020-03-19,403760,1243032,988428,1519392,753816,793800,524888
2020-03-20,401996,1235584,995092,1514492,753816,793408,511364
2020-03-21,412580,1233820,1004892,1517432,741468,793212,504896
2020-03-22,403564,1225784,1015280,1525860,737744,795368,525084
2020-03-23,389452,1236172,1001168,1525860,746172,780080,488236
2020-03-24,367108,1243032,999208,1525860,747544,765968,486276
2020-03-25,383376,1243032,1004500,1525860,748132,742448,461384
2020-03-26,403956,1243032,1018808,1525860,742644,730296,455112
2020-03-27,407092,1243032,1027236,1525860,739900,732648,480592
2020-03-28,407092,1243032,1027432,1525860,735392,740096,493332
2020-03-29,403956,1232252,1028020,1525860,745388,762244,520576
2020-03-30,382396,1226568,1006264,1525860,752052,775768,535080
2020-03-31,356720,1242640,985684,1525860,753816,790664,564676
2020-04-01,365540,1243032,982352,1524880,748524,790860,572908
2020-04-02,365736,1243032,987056,1522136,741076,794584,593684
2020-04-03,336140,1243032,1002148,1516844,732256,793996,625044
2020-04-04,332220,1243032,1012536,1525272,734608,789488,597800
2020-04-05,368676,1243032,1026256,1507044,744016,782236,603484
2020-04-06,378280,1243032,1028412,1499008,750092,786548,628572
2020-04-07,345940,1243032,1028412,1522724,753816,793800,640920
2020-04-08,384552,1243032,1028412,1525860,751856,792624,580160
2020-04-09,404740,1243032,1028412,1525860,748916,783412,521360
2020-04-10,408856,1242640,1028412,1525860,717556,782236,546448
2020-04-11,393372,1212652,1028412,1525860,716968,785176,545664
2020-04-12,412188,1211280,1026452,1524684,744016,782040,579376
2020-04-13,385924,1237544,1026844,1524880,753620,781256,625240
2020-04-14,347508,1243032,1027040,1524880,753816,778120,595840
2020-04-15,324576,1243032,1026844,1525664,753816,776356,517636
2020-04-16,333984,1243032,1025080,1525272,752052,762636,447468
2020-04-17,317520,1243032,1028412,1523508,739116,733236,435904
2020-04-18,276360,1243032,1026648,1523704,733040,686784,446488
2020-04-19,227752,1242836,1024100,1525860,718536,661304,450996
2020-04-20,271656,1242640,1022924,1525860,705796,650720,405524
2020-04-21,272832,1243032,1022140,1525860,697564,632884,394352
2020-04-22,302036,1243032,1023316,1525860,695800,633080,397292
2020-04-23,300076,1243032,1021552,1525860,692664,628572,382200
2020-04-24,298312,1242640,1021552,1525664,692664,558992,312424
2020-04-25,282044,1242640,1024492,1525664,674828,552524,287336
2020-04-26,276752,1218532,1025080,1525664,664244,589176,287140
2020-04-27,249704,1184820,1023316,1525664,678356,587608,322224
2020-04-28,235788,1201872,1026060,1525664,690704,616224,409836
2020-04-29,209328,1230292,1027040,1525664,692664,631120,375144
2020-04-30,225792,1219316,1024296,1525664,683648,643272,304192
2020-05-01,294784,1234408,1021160,1525860,683648,640920,315756
2020-05-02,309876,1240092,1019788,1525664,704816,639548,336336
2020-05-03,287728,1231664,1017044,1525664,724612,645624,377888
2020-05-04,235788,1227548,1016064,1525664,725004,668556,372988
2020-05-05,218344,1227156,1015084,1525664,728924,643076,346920
2020-05-06,224224,1225784,1014888,1525664,739312,626612,308112
2020-05-07,255780,1227352,1010968,1525664,744212,632884,264404
2020-05-08,238924,1213436,1002736,1525468,736176,596624,233828
2020-05-09,244216,1199716,988036,1507240,707952,516460,233828
2020-05-10,281456,1170120,970592,1490580,690900,495488,267736
